FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A160;10720;19/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;62;3;1;CL 137  - KR 14   02;-74.039.139.398;472.858.854.100.002;5;;;1996;5;3;134
A161;10721;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 137  - KR 14   02;-74.039.139.398;472.858.854.100.002;5;;;2019;4;2;121
A162;10722;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 137  - KR 14   02;-74.039.139.398;472.858.854.100.002;5;;;2019;4;2;134
A163;10723;19/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;33;3;1;KR 27  - CL 6   02;-74.095.142.669;460.470.375.900.002;14;;;2021;4;2;134
A164;10724;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;18;3;1;KR 27  - CL 6   02;-74.095.142.669;460.470.375.900.002;14;;;2011;1;3;134
A165;10725;19/01/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;41;3;1;CL 17 A  S- KR 6  E 02;-74.082.656.445;457.186.936.400.001;4;;;2015;10;3;141
A166;10726;19/01/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;41;3;1;CL 17 A  S- KR 6  E 02;-74.082.656.445;457.186.936.400.001;4;;;2015;10;3;145
A167;10727;19/01/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;19;3;1;CL 17 A  S- KR 6  E 02;-74.082.656.445;457.186.936.400.001;4;;;2021;10;3;141
A168;10728;19/01/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;19;3;1;CL 17 A  S- KR 6  E 02;-74.082.656.445;457.186.936.400.001;4;;;2021;10;3;145
A169;10729;18/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;19;3;1;KR 61 A  - CL 75  S 02;-74.172;4.122;6;;;2021;4;2;110
A170;10730;18/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;24;3;1;KR 61 A  - CL 75  S 02;-74.172;4.122;6;;;2008;8;2;110
A171;10731;19/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 70  - CL 8  S 02;-74.13;4.634;8;;;2016;1;2;134
A172;10732;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;47;3;1;KR 70  - CL 8  S 02;-74.13;4.634;8;;;2020;5;3;134
A173;10733;20/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;69;3;1;CL 61  S- TV 20 D  02;-74.08;4.527;19;;;2020;1;3;121
A174;10734;20/01/2022;0;1;CONDUCTOR;ILESO;FEMENINO;29;3;1;CL 61  S- TV 20 D  02;-74.08;4.527;19;;;2021;1;3;121
A175;10735;20/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 51  S- TV 44   02;-74.139;4.59;6;1;;2020;10;3;142
A176;10736;20/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;53;2;1;CL 51  S- TV 44   02;-74.139;4.59;6;1;;2013;5;2;142
A177;10737;20/01/2022;2;3;CONDUCTOR;ILESO;MASCULINO;57;3;1;CL 1  - KR 134   02;-74.086;4.591;3;;;2017;1;2;121
A178;10738;20/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;CL 1  - KR 134   02;-74.086;4.591;3;;;2015;5;3;121
A179;10739;20/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;65;3;1;CL 1  - KR 134   02;-74.086;4.591;3;;;2012;7;2;121
A180;10740;24/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;56;3;1;CL 40  S- TV 77   02;-74.154;4.618;8;;;2009;5;3;122
A181;10741;24/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;49;3;1;CL 40  S- TV 77   02;-74.154;4.618;8;;;2006;4;2;122
A182;10742;28/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;54;3;1;TV 78 c  - CL 6 A  02;-74.149;4.632;8;;;2019;5;3;121
A183;10743;28/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;49;3;1;TV 78 c  - CL 6 A  02;-74.149;4.632;8;;;2014;5;3;121
A184;10744;28/01/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;33;3;1;KR 83  - CL 65 A  02;-74.109;4.687;10;;;2013;10;3;112
A185;10745;28/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 83  - CL 65 A  02;-74.109;4.687;10;;;;5;1;112
A186;10746;28/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;17;2;1;KR 27  - DG 53 C  02;-74.074.858.923;4.644.698.388;13;1;;2012;10;3;112
A187;10747;28/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;20;2;1;KR 27  - DG 53 C  02;-74.074.858.923;4.644.698.388;13;1;;2015;1;3;112
A188;10748;28/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;CL 84  S- KR 14 C  02;-74.118;4.51;5;2;;2020;10;3;121
A189;10749;28/01/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;43;2;1;CL 84  S- KR 14 C  02;-74.118;4.51;5;2;;2013;1;2;121
A190;10750;4/02/2022;1;2;CONDUCTOR;ILESO;FEMENINO;45;3;1;KR 11  - CL 81  S 02;-74.113;4.508;5;;;2012;1;3;121
A191;10751;4/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;KR 11  - CL 81  S 02;-74.113;4.508;5;;;1976;9;3;121
A192;10752;4/02/2022;2;3;CONDUCTOR;ILESO;MASCULINO;41;3;1;DG 50  S- KR 61   02;-74.148;4.591;6;;;2021;5;3;121
A193;10753;4/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;DG 50  S- KR 61   02;-74.148;4.591;6;;;2013;1;3;121
A194;10754;4/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;DG 50  S- KR 61   02;-74.148;4.591;6;;;2016;1;3;121
A195;10755;30/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;28;2;1;DG 2  - KR 78 P  02;-74.15;4.63;8;2;;2018;10;3;98
A196;10756;30/01/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;22;2;1;DG 2  - KR 78 P  02;-74.15;4.63;8;2;;2018;10;3;98
A197;10757;30/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;64;2;1;DG 2  - KR 78 P  02;-74.15;4.63;8;2;;2013;1;3;98
A198;10758;6/02/2022;3;4;CONDUCTOR;ILESO;MASCULINO;26;3;1;CL 43  S- KR 78   02;-74.161;4.612;8;;;2017;1;2;121
A199;10759;6/02/2022;2;3;CONDUCTOR;ILESO;MASCULINO;25;3;1;CL 43  S- KR 78   02;-74.161;4.612;8;;;1994;7;2;121
A200;10760;6/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;3;1;CL 43  S- KR 78   02;-74.161;4.612;8;;;2006;1;3;121
A201;10761;6/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;3;1;CL 43  S- KR 78   02;-74.161;4.612;8;;;2014;1;3;121
A202;10762;6/02/2022;2;3;CONDUCTOR;ILESO;FEMENINO;36;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2013;1;3;121
A203;10763;6/02/2022;2;3;CONDUCTOR;ILESO;FEMENINO;36;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2013;1;3;121
A204;10764;6/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;29;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2011;1;3;121
A205;10765;6/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;29;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2011;1;3;121
A206;10766;6/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;34;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2014;1;3;121
A207;10767;6/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;34;3;1;AV AVENIDA CIUDAD DE QUITO - KR 1 b  02;-74.105;4.6;16;;;2014;1;3;121
A208;10768;3/02/2022;1;2;CONDUCTOR;ILESO;FEMENINO;27;3;1;KR 15  - CL 95   02;-74.05;4.681;2;;;2012;1;3;121
A209;10769;3/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;KR 15  - CL 95   02;-74.05;4.681;2;;;2021;2;2;121
A210;10770;7/02/2022;1;2;CONDUCTOR;;;;3;1;KR 81 A  - CL 56  S 02;-74.178;4.617;8;;;;0;0;103
A211;10771;7/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 81 A  - CL 56  S 02;-74.178;4.617;8;;;2015;6;3;103
A212;10772;7/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;42;2;1;CL 24  - KR 124 A  02;-74.152;4.695;9;2;;2020;10;3;132
A213;10773;7/02/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;40;2;1;CL 24  - KR 124 A  02;-74.152;4.695;9;2;;2020;10;3;132
A214;10774;7/02/2022;0;1;CONDUCTOR;ILESO;FEMENINO;38;2;1;CL 24  - KR 124 A  02;-74.152;4.695;9;2;;2011;2;2;132
A215;10775;6/02/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;24;2;1;CL 63 A  - KR 70   02;-74.100.182.329;4.671.600.751;10;1;;2020;17;3;122
A216;10776;6/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;25;2;1;CL 63 A  - KR 70   02;-74.100.182.329;4.671.600.751;10;1;;2018;1;3;122
A217;10777;11/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;CL 68  - KR 57   02;-74.079.826.508;4.668.420.973;12;1;;2016;10;3;98
A218;10778;11/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;2;1;CL 68  - KR 57   02;-74.079.826.508;4.668.420.973;12;1;;2021;5;2;98
A219;10779;11/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;20;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2019;10;2;132
A220;10780;11/02/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;20;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2019;10;2;132
A221;10781;11/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;20;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2019;10;2;132
A222;10782;11/02/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;20;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2019;10;2;132
A223;10783;11/02/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;25;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2017;10;4;132
A224;10784;11/02/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;25;2;1;CL 56 H  S- KR 95 B  02;-74.192.589.641;463.594.394;7;2;;2017;10;4;132
A225;10785;8/02/2022;2;3;MOTOCICLISTA;HERIDO;MASCULINO;31;2;1;KR 103  - CL 25 D  02;-74.133;4.687;9;3;;2010;10;3;157
A226;10786;8/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;KR 103  - CL 25 D  02;-74.133;4.687;9;3;;2021;10;3;157
A227;10787;8/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;46;2;1;KR 103  - CL 25 D  02;-74.133;4.687;9;3;;2012;10;3;157
A228;10788;8/02/2022;1;;PEATON;HERIDO;FEMENINO;44;2;2;KR 9  - CL 112   02;-74.036.471.375;4.691.720.886;1;2;;;;;157
A229;10789;8/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;21;2;2;KR 9  - CL 112   02;-74.036.471.375;4.691.720.886;1;2;;2017;10;3;157
A230;10790;14/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;32;2;1;CL 100  - KR 45   02;-74.057;4.687;1;2;;;13;0;121
A231;10791;14/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;CL 100  - KR 45   02;-74.057;4.687;1;2;;2016;10;3;121
A232;10792;14/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;52;2;1;AV AVENIDA BOYACA - CL 55   02;-74.105;4.673;10;1;;;13;0;103
A233;10793;14/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;2;1;AV AVENIDA BOYACA - CL 55   02;-74.105;4.673;10;1;;2014;2;2;103
A234;10794;8/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;36;3;1;KR 30  - CL 86 A  02;-74.064;4.675;12;;;1995;2;1;103
A235;10795;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;KR 30  - CL 86 A  02;-74.064;4.675;12;;;2013;1;3;103
A236;10796;14/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;34;2;1;KR 87  - CL 2   02;-74.159.289.993;4.640.427.811;8;1;;2018;10;3;132
A237;10797;14/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;34;2;1;KR 87  - CL 2   02;-74.159.289.993;4.640.427.811;8;1;;2018;10;3;301
A238;10798;14/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;64;2;1;KR 87  - CL 2   02;-74.159.289.993;4.640.427.811;8;1;;2011;1;2;132
A239;10799;14/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;64;2;1;KR 87  - CL 2   02;-74.159.289.993;4.640.427.811;8;1;;2011;1;2;301
A240;10800;8/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;CL 45  - KR 27   02;-74.077;4.634;13;;;2016;1;2;121
A241;10801;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;CL 45  - KR 27   02;-74.077;4.634;13;;;2020;1;3;121
A242;10802;13/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;22;2;1;CL 71 A  S- KR 78 C  02;-74.195;4.604;7;3;;2021;10;3;112
A243;10803;13/02/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;32;2;1;CL 71 A  S- KR 78 C  02;-74.195;4.604;7;3;;2021;10;3;112
A244;10804;13/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;41;2;1;CL 71 A  S- KR 78 C  02;-74.195;4.604;7;3;;2008;1;3;112
A245;10805;5/02/2022;0;1;CONDUCTOR;ILESO;FEMENINO;58;3;1;KR 65  - CL 9 A  02;-74.12;4.629;16;;;2012;7;2;157
A246;10806;13/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;15;2;1;CL 139  S- KR 14   02;-74.128.447.054;4.468.048.518;5;1;;;13;0;132
A247;10807;13/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;15;2;1;CL 139  S- KR 14   02;-74.128.447.054;4.468.048.518;5;1;;;13;0;157
A248;10808;13/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;48;2;1;CL 139  S- KR 14   02;-74.128.447.054;4.468.048.518;5;1;;2012;2;2;132
A249;10809;13/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;48;2;1;CL 139  S- KR 14   02;-74.128.447.054;4.468.048.518;5;1;;2012;2;2;157
A250;10810;6/12/2021;1;;PEATON;HERIDO;FEMENINO;78;2;2;KR 10  - CL 16   02;-74.075.501.013;460.445.554.199.998;3;1;;;;;133
A251;10811;6/12/2021;0;1;CICLISTA;ILESO;MASCULINO;36;2;2;KR 10  - CL 16   02;-74.075.501.013;460.445.554.199.998;3;1;;;13;0;133
A252;10812;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;31;3;1;CL 1  - KR 25   02;-74.099.230.145;459.482.224.099.997;14;;;2021;1;3;121
A253;10813;7/12/2021;0;1;MOTOCICLISTA;ILESO;MASCULINO;48;3;1;CL 1  - KR 25   02;-74.099.230.145;459.482.224.099.997;14;;;2015;10;3;121
A254;10814;7/12/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;25;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;;10;3;139
A255;10815;7/12/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;25;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;;10;3;157
A256;10816;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;54;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;2021;5;3;139
A257;10817;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;54;3;1;KR 50  - AV AVENIDA PRIMERO DE MAYO  02;-74.121;4.603;16;;;2021;5;3;157
A258;10818;7/12/2021;1;2;CONDUCTOR;ILESO;FEMENINO;30;3;1;CL 93  - KR 46   44;-74.060.182.217;468.063.923.300.002;12;;;2012;5;3;141
A259;10819;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;41;3;1;CL 93  - KR 46   44;-74.060.182.217;468.063.923.300.002;12;;;2021;5;2;141
A260;10820;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;AV AVENIDA DE LAS AMERICAS - KR 82 A  02;-74.155;4.638;8;;;2012;1;3;157
A261;10821;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;AV AVENIDA DE LAS AMERICAS - KR 82 A  02;-74.155;4.638;8;;;2012;1;3;157
A262;10822;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;55;3;1;AV AVENIDA DE LAS AMERICAS - KR 82 A  02;-74.155;4.638;8;;;2020;2;2;157
A263;10823;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;55;3;1;AV AVENIDA DE LAS AMERICAS - KR 82 A  02;-74.155;4.638;8;;;2020;2;2;157
A264;10824;8/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;CL 42  S- KR 11   55;-740.998.616;457.524.379.699.998;18;;;2019;5;3;157
A265;10825;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 7  - CL 60   02;-74.061.316.648;464.559.053.699.998;2;;;2020;1;3;121
A266;10826;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 7  - CL 60   02;-74.061.316.648;464.559.053.699.998;2;;;2013;5;2;121
A267;10827;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;36;3;1;DG 52 A A S- KR 3 C  16;-74.112.451.383;454.263.479.999.997;18;;;2015;1;2;157
A268;10828;7/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;36;3;1;DG 52 A A S- KR 3 C  16;-74.112.451.383;454.263.479.999.997;18;;;2015;1;2;157
A269;10829;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;24;3;1;DG 52 A A S- KR 3 C  16;-74.112.451.383;454.263.479.999.997;18;;;2014;1;2;157
A270;10830;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;24;3;1;DG 52 A A S- KR 3 C  16;-74.112.451.383;454.263.479.999.997;18;;;2014;1;2;157
A271;10831;8/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2004;1;3;112
A272;10832;8/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2004;1;3;127
A273;10833;8/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2004;1;3;127
A274;10834;8/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2021;1;3;112
A275;10835;8/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2021;1;3;127
A276;10836;8/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 104  - CL 65   02;-7.412.420.799;469.746.859.200.001;10;;;2021;1;3;127
A277;10837;8/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;CL 100  - KR 47   02;-74.071.208.435;4.689.598.708;12;;;2008;5;3;121
A278;10838;8/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;CL 100  - KR 47   02;-74.071.208.435;4.689.598.708;12;;;2013;1;3;121
A279;10839;9/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;49;3;1;CL 116  - TV 60   02;-74.070.524.765;469.976.141.500.001;11;;;2021;1;3;103
A280;10840;9/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;56;3;1;CL 116  - TV 60   02;-74.070.524.765;469.976.141.500.001;11;;;2008;1;3;103
A281;10841;9/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;36;3;1;AK 7  - CL 155 C  30;-7.402.370.131;473.132.489.800.003;1;;;2011;5;2;121
A282;10842;9/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;36;3;1;AK 7  - CL 155 C  30;-7.402.370.131;473.132.489.800.003;1;;;2011;5;2;202
A283;10843;9/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;72;3;1;AK 7  - CL 155 C  30;-7.402.370.131;473.132.489.800.003;1;;;2008;6;3;121
A284;10844;9/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;72;3;1;AK 7  - CL 155 C  30;-7.402.370.131;473.132.489.800.003;1;;;2008;6;3;202
A285;10845;8/12/2021;1;2;CONDUCTOR;ILESO;MASCULINO;25;3;1;CL 23 G  - KR 103   02;-74.137.763.598;4.681.810.208;9;;;2021;1;3;103
A286;10846;8/12/2021;0;1;MOTOCICLISTA;ILESO;MASCULINO;38;3;1;CL 23 G  - KR 103   02;-74.137.763.598;4.681.810.208;9;;;2021;10;3;103
A287;10847;7/12/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;48;3;1;CL 127 A A - KR 7 A  53;-74.029.577.298;470.371.949.100.002;10;;;2015;10;3;157
A288;10848;7/12/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;48;3;1;CL 127 A A - KR 7 A  53;-74.029.577.298;470.371.949.100.002;10;;;2015;10;3;157
A289;10849;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;61;3;1;CL 127 A A - KR 7 A  53;-74.029.577.298;470.371.949.100.002;10;;;2017;1;3;157
A290;10850;7/12/2021;0;1;CONDUCTOR;ILESO;MASCULINO;61;3;1;CL 127 A A - KR 7 A  53;-74.029.577.298;470.371.949.100.002;10;;;2017;1;3;157
A291;10851;12/09/2021;1;2;CONDUCTOR;HERIDO;MASCULINO;37;2;1;CL 51  - KR 23   02;-7.407.379.569;463.959.528.800.001;13;3;;2010;1;3;112
A292;10852;12/09/2021;2;2;ACOMPANANTE;HERIDO;MASCULINO;25;2;1;CL 51  - KR 23   02;-7.407.379.569;463.959.528.800.001;13;3;;2010;1;3;112
A293;10853;12/09/2021;0;1;CONDUCTOR;HERIDO;MASCULINO;38;2;1;CL 51  - KR 23   02;-7.407.379.569;463.959.528.800.001;13;3;;2016;1;2;112
A294;10854;9/09/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;21;3;1;KR 10  - CL 19  S 02;-74.093.805.639;4.576.510.386;4;;;2019;10;3;98
A295;10855;9/09/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;21;3;1;KR 10  - CL 19  S 02;-74.093.805.639;4.576.510.386;4;;;2019;10;3;145
A296;10856;9/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;61;3;1;KR 10  - CL 19  S 02;-74.093.805.639;4.576.510.386;4;;;2020;2;2;98
A297;10857;9/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;61;3;1;KR 10  - CL 19  S 02;-74.093.805.639;4.576.510.386;4;;;2020;2;2;145
A298;10858;8/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;47;3;1;CL 9  - KR 60   02;-74.116.042.199;462.771.759.700.001;16;;;2020;4;2;103
A299;10859;8/09/2021;0;1;CONDUCTOR;ILESO;FEMENINO;63;3;1;CL 9  - KR 60   02;-74.116.042.199;462.771.759.700.001;16;;;2017;6;3;103
A300;10860;10/09/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;21;3;1;KR 82  - CL 25 G  02;-74.118.649.742;467.290.830.899.998;9;;;2021;10;3;132
A301;10861;10/09/2021;1;2;MOTOCICLISTA;ILESO;MASCULINO;21;3;1;KR 82  - CL 25 G  02;-74.118.649.742;467.290.830.899.998;9;;;2021;10;3;132
A302;10862;10/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;KR 82  - CL 25 G  02;-74.118.649.742;467.290.830.899.998;9;;;2014;1;3;132
A303;10863;10/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;27;3;1;KR 82  - CL 25 G  02;-74.118.649.742;467.290.830.899.998;9;;;2014;1;3;132
A304;10864;11/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;55;3;1;KR 80  - DG 2   02;-74.154.140.214;463.216.531.099.999;8;;;2010;1;2;142
A305;10865;11/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;22;3;1;KR 80  - DG 2   02;-74.154.140.214;463.216.531.099.999;8;;;2004;1;3;142
A306;10866;13/09/2021;1;;PEATON;HERIDO;MASCULINO;69;2;2;CL 64  - KR 13   02;-74.063.459.167;4.650.778.565;2;1;;;;;157
A307;10867;13/09/2021;1;;PEATON;HERIDO;MASCULINO;69;2;2;CL 64  - KR 13   02;-74.063.459.167;4.650.778.565;2;1;;;;;411
A308;10868;13/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;28;2;2;CL 64  - KR 13   02;-74.063.459.167;4.650.778.565;2;1;;2009;3;2;157
A309;10869;13/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;28;2;2;CL 64  - KR 13   02;-74.063.459.167;4.650.778.565;2;1;;2009;3;2;411
A310;10870;13/09/2021;1;;PEATON;HERIDO;MASCULINO;17;2;2;KR 77 G  - CL 65 A  S 02;-74.181.305.848;459.722.626.500.002;7;2;;;;;411
A311;10871;13/09/2021;0;1;MOTOCICLISTA;HERIDO;MASCULINO;22;2;2;KR 77 G  - CL 65 A  S 02;-74.181.305.848;459.722.626.500.002;7;2;;2017;10;3;411
A312;10872;10/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;50;3;1;AV AVENIDA CIUDAD DE VILLAVICENCIO - AV AVENIDA PRIMERO DE MAYO  02;-7.416.252.098;461.521.617.000.005;8;;;1989;5;3;103
A313;10873;10/09/2021;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;AV AVENIDA CIUDAD DE VILLAVICENCIO - AV AVENIDA PRIMERO DE MAYO  02;-7.416.252.098;461.521.617.000.005;8;;;2009;1;3;103
A314;10874;13/09/2021;0;1;CONDUCTOR;HERIDO;FEMENINO;38;2;1;DG 10 A A - KR 78 D  78;-74.139.207.831;464.357.473.700.005;8;1;;2013;1;3;157
A315;10875;9/09/2021;1;2;CONDUCTOR;ILESO;MASCULINO;40;3;1;CL 52 B  S- KR 24   02;-74.132.175.235;457.632.322.000.001;6;;;2011;5;3;134
